Product,BU,Region,Country,Year,Month,Actuals,Budget,Forecast
edex,cvbm,eu,italy,2019,4,743112,743112,703458
edex,cvbm,eu,malta,2019,4,186374,186374,101366
edex,cvbm,eu,uk,2019,4,195085,195085,49422
edex,cvbm,eu,ireland,2019,4,624315,624315,537840
edex,cvbm,eu,austria,2019,4,2633804,2633804,2512597
edex,cvbm,eu,belgium,2019,4,79406,79406,0
edex,cvbm,eu,luxembourg,2019,4,6417054,6417054,6341067
edex,cvbm,eu,greece,2019,4,178717,178717,0
edex,cvbm,eu,netherlands,2019,4,1997589,1997589,1902418
edex,cvbm,eu,denmark,2019,4,770102,770102,609231
edex,cvbm,eu,estonia,2019,4,2013848,2013848,2001708
edex,cvbm,eu,finland,2019,4,526638,526638,423381
edex,cvbm,eu,lithuania,2019,4,3826593,3826593,3715718
edex,cvbm,eu,latvia,2019,4,25135,25135,0
edex,cvbm,eu,norway,2019,4,176191,176191,0
edex,cvbm,eu,sweden,2019,4,178276,178276,27400
edex,cvbm,eu,switzerland,2019,4,143860,143860,84068
edex,cvbm,eu,macedonia,2019,4,161447,161447,92341
edex,cvbm,eu,serbia,2019,4,245418,245418,52900
edex,cvbm,eu,bosnia,2019,4,115745,115745,0
edex,cvbm,eu,montenegro,2019,4,1254788,1254788,1087955
edex,cvbm,eu,czech republic,2019,4,389173,389173,317627
edex,cvbm,eu,hungary,2019,4,30419,30419,0
edex,cvbm,eu,slovenia,2019,4,1073566,1073566,935085
edex,cvbm,eu,slovakia,2019,4,119639,119639,109998
edex,cvbm,eu,bulgaria,2019,4,297467,297467,148506
edex,cvbm,eu,romania,2019,4,168513,168513,-908
edex,cvbm,eu,croatia,2019,4,169525,169525,3027
edex,cvbm,eu,ukraine,2019,4,92358,92358,0
edex,cvbm,eu,kazakhstan,2019,4,1528660,1528660,1404394
edex,cvbm,eu,georgia,2019,4,672057,672057,604780
edex,cvbm,eu,belarus,2019,4,8279769,8279769,8091998
edex,cvbm,eu,armenia,2019,4,978482,978482,850675
edex,cvbm,eu,israel,2019,4,2090556,2090556,2051061
edex,cvbm,eu,palestine,2019,4,2067093,2067093,1996434
edex,cvbm,eu,poland,2019,4,44402,44402,0
edex,cvbm,eu,russia,2019,5,161318,161318,0
edex,cvbm,eu,other,2019,5,1508873,1508873,1334441
edex,cvbm,eu,france,2019,5,71941,71941,0
edex,cvbm,eu,germany,2019,5,1819628,1819628,1681421
edex,cvbm,eu,spain,2019,5,131904,131904,0
edex,cvbm,eu,portugal,2019,5,627164,627164,469023
edex,cvbm,eu,italy,2019,5,255065,255065,144766
edex,cvbm,eu,malta,2019,5,860445,860445,678806
edex,cvbm,eu,uk,2019,5,223248,223248,154087
edex,cvbm,eu,ireland,2019,5,71102,71102,58678
edex,cvbm,eu,austria,2019,5,701909,701909,632337
edex,cvbm,eu,belgium,2019,5,2502487,2502487,2415219
edex,cvbm,eu,luxembourg,2019,5,99704,99704,0
edex,cvbm,eu,greece,2019,5,8897398,8897398,8823152
edex,cvbm,eu,netherlands,2019,5,152268,152268,0
edex,cvbm,eu,denmark,2019,5,2108521,2108521,1966301
edex,cvbm,eu,estonia,2019,5,659589,659589,588898
edex,cvbm,eu,finland,2019,5,1847144,1847144,1661139
edex,cvbm,eu,lithuania,2019,5,839426,839426,702371
edex,cvbm,eu,latvia,2019,5,3105918,3105918,2920961
edex,cvbm,eu,norway,2019,5,182982,182982,0
edex,cvbm,eu,sweden,2019,5,29490,29490,0
edex,cvbm,eu,switzerland,2019,5,45494,45494,-56751
edex,cvbm,eu,macedonia,2019,5,194701,194701,25891
edex,cvbm,eu,serbia,2019,5,226071,226071,94842
edex,cvbm,eu,bosnia,2019,5,192230,192230,0
edex,cvbm,eu,montenegro,2019,5,89828,89828,10891
edex,cvbm,eu,czech republic,2019,5,1226829,1226829,1172606
edex,cvbm,eu,hungary,2019,5,544492,544492,407551
edex,cvbm,eu,slovenia,2019,5,120996,120996,0
edex,cvbm,eu,slovakia,2019,5,893797,893797,882368
edex,cvbm,eu,bulgaria,2019,5,255586,255586,102080
edex,cvbm,eu,romania,2019,5,345399,345399,170859
edex,cvbm,eu,croatia,2019,5,114766,114766,-2030
edex,cvbm,eu,ukraine,2019,5,106854,106854,6767
edex,cvbm,eu,kazakhstan,2019,5,59671,59671,0
edex,cvbm,eu,georgia,2019,5,1501798,1501798,1370815
edex,cvbm,eu,belarus,2019,5,858467,858467,694259
edex,cvbm,eu,armenia,2019,5,8450069,8450069,8390140
edex,cvbm,eu,israel,2019,5,997312,997312,949733
edex,cvbm,eu,palestine,2019,5,2314423,2314423,2310787
edex,cvbm,eu,poland,2019,5,2031086,2031086,2023475
edex,cvbm,eu,russia,2019,5,84747,84747,0
edex,cvbm,eu,other,2019,6,105641,105641,0
edex,cvbm,eu,france,2019,6,1706500,1706500,1629807
edex,cvbm,eu,germany,2019,6,123678,123678,0
edex,cvbm,eu,spain,2019,6,1312983,1312983,1208609
edex,cvbm,eu,portugal,2019,6,183476,183476,0
edex,cvbm,eu,italy,2019,6,379446,379446,345940
edex,cvbm,eu,malta,2019,6,305972,305972,248964
edex,cvbm,eu,uk,2019,6,824018,824018,647639
edex,cvbm,eu,ireland,2019,6,728433,728433,550315
edex,cvbm,eu,austria,2019,6,185173,185173,37612
edex,cvbm,eu,belgium,2019,6,857985,857985,715868
edex,cvbm,eu,luxembourg,2019,6,2645314,2645314,2462446
edex,cvbm,eu,greece,2019,6,124123,124123,0
edex,cvbm,eu,netherlands,2019,6,8337288,8337288,8296668
edex,cvbm,eu,denmark,2019,6,15355,15355,0
edex,cvbm,eu,estonia,2019,6,1208335,1208335,1115795
edex,cvbm,eu,finland,2019,6,433572,433572,363082
edex,cvbm,eu,lithuania,2019,6,1945596,1945596,1849326
edex,cvbm,eu,latvia,2019,6,272758,272758,94426
edex,cvbm,eu,norway,2019,6,5098059,5098059,5020879
edex,cvbm,eu,sweden,2019,6,904990,904990,825051
edex,cvbm,eu,switzerland,2019,6,52631,52631,0
edex,cvbm,eu,macedonia,2019,6,288427,288427,179864
edex,cvbm,eu,serbia,2019,6,299822,299822,199755
edex,cvbm,eu,bosnia,2019,6,257556,257556,94127
edex,cvbm,eu,montenegro,2019,6,238081,238081,119152
edex,cvbm,eu,czech republic,2019,6,115310,115310,0
edex,cvbm,eu,hungary,2019,6,1079381,1079381,1041832
edex,cvbm,eu,slovenia,2019,6,429371,429371,347643
edex,cvbm,eu,slovakia,2019,6,65511,65511,0
edex,cvbm,eu,bulgaria,2019,6,988808,988808,961353
edex,cvbm,eu,romania,2019,6,122412,122412,84867
edex,cvbm,eu,croatia,2019,6,320107,320107,162769
edex,cvbm,eu,ukraine,2019,6,-47249,-47249,-108347
edex,cvbm,eu,kazakhstan,2019,6,473349,473349,361157
edex,cvbm,eu,georgia,2019,6,57360,57360,0
edex,cvbm,eu,belarus,2019,6,1806599,1806599,1647456
edex,cvbm,eu,armenia,2019,6,798951,798951,639086
edex,cvbm,eu,israel,2019,6,9170011,9170011,9065234
edex,cvbm,eu,palestine,2019,6,715640,715640,563401
edex,cvbm,eu,poland,2019,6,2473501,2473501,2305709
edex,cvbm,eu,russia,2019,6,2261801,2261801,2122231
edex,cvbm,eu,other,2019,6,87199,87199,0
edex,cvbm,eu,france,2019,7,182081,182081,0
edex,cvbm,eu,germany,2019,7,1811879,1811879,1695774
edex,cvbm,eu,spain,2019,7,108586,108586,0
edex,cvbm,eu,portugal,2019,7,1480152,1480152,1395740
edex,cvbm,eu,italy,2019,7,188509,188509,0
edex,cvbm,eu,malta,2019,7,419795,419795,408503
edex,cvbm,eu,uk,2019,7,151501,151501,38671
edex,cvbm,eu,ireland,2019,7,701505,701505,535650
edex,cvbm,eu,austria,2019,7,174072,174072,8670
edex,cvbm,eu,belgium,2019,7,108357,108357,35922
edex,cvbm,eu,luxembourg,2019,7,558248,558248,405227
edex,cvbm,eu,greece,2019,7,2267409,2267409,2191254
edex,cvbm,eu,netherlands,2019,7,100537,100537,0
edex,cvbm,eu,denmark,2019,7,3366622,3366622,3215809
edex,cvbm,eu,estonia,2019,7,129963,129963,0
edex,cvbm,eu,finland,2019,7,2235290,2235290,2102248
edex,cvbm,eu,lithuania,2019,7,550224,550224,539605
edex,cvbm,eu,latvia,2019,7,1839966,1839966,1668434
edex,cvbm,eu,norway,2019,7,983536,983536,980393
edex,cvbm,eu,sweden,2019,7,5324576,5324576,5214010
edex,cvbm,eu,switzerland,2019,7,60555,60555,0
edex,cvbm,eu,macedonia,2019,7,25181,25181,0
edex,cvbm,eu,serbia,2019,7,74425,74425,62757
edex,cvbm,eu,bosnia,2019,7,163928,163928,96538
edex,cvbm,eu,montenegro,2019,7,183570,183570,81982
edex,cvbm,eu,czech republic,2019,7,78835,78835,49647
edex,cvbm,eu,hungary,2019,7,23805,23805,0
edex,cvbm,eu,slovenia,2019,7,1211942,1211942,1035962
edex,cvbm,eu,slovakia,2019,7,330213,330213,240086
edex,cvbm,eu,bulgaria,2019,7,45364,45364,0
edex,cvbm,eu,romania,2019,7,1017844,1017844,872126
edex,cvbm,eu,croatia,2019,7,244034,244034,74971
edex,cvbm,eu,ukraine,2019,7,351754,351754,175894
edex,cvbm,eu,kazakhstan,2019,7,-54894,-54894,-219098
edex,cvbm,eu,georgia,2019,7,1038566,1038566,872795
edex,cvbm,eu,belarus,2019,7,134781,134781,0
edex,cvbm,eu,armenia,2019,7,1147059,1147059,967448
edex,cvbm,eu,israel,2019,7,598204,598204,460658
edex,cvbm,eu,palestine,2019,7,6714654,6714654,6645898
edex,cvbm,eu,poland,2019,7,513760,513760,345638
edex,cvbm,eu,russia,2019,7,1504999,1504999,1453799
edex,cvbm,eu,other,2019,7,1959954,1959954,1903862
edex,cvbm,eu,france,2019,7,5207,5207,0
edex,cvbm,eu,germany,2019,8,182915,182915,0
edex,cvbm,eu,spain,2019,8,1704125,1704125,1556011
edex,cvbm,eu,portugal,2019,8,111663,111663,0
edex,cvbm,eu,italy,2019,8,1213333,1213333,1022755
edex,cvbm,eu,malta,2019,8,143228,143228,0
edex,cvbm,eu,uk,2019,8,589991,589991,422041
edex,cvbm,eu,ireland,2019,8,304974,304974,227560
edex,cvbm,eu,austria,2019,8,683430,683430,521387
edex,cvbm,eu,belgium,2019,8,90463,90463,-8411
edex,cvbm,eu,luxembourg,2019,8,159623,159623,18172
edex,cvbm,eu,greece,2019,8,316321,316321,235192
edex,cvbm,eu,netherlands,2019,8,1458727,1458727,1423229
edex,cvbm,eu,denmark,2019,8,60607,60607,24870
edex,cvbm,eu,estonia,2019,8,5301591,5301591,5126178
edex,cvbm,eu,finland,2019,8,108207,108207,0
edex,cvbm,eu,lithuania,2019,8,1060787,1060787,920860
edex,cvbm,eu,latvia,2019,8,473346,473346,326790
edex,cvbm,eu,norway,2019,8,1496474,1496474,1392851
edex,cvbm,eu,sweden,2019,8,533918,533918,508614
edex,cvbm,eu,switzerland,2019,8,802170,802170,650770
edex,cvbm,eu,macedonia,2019,8,484,484,0
edex,cvbm,eu,serbia,2019,8,178491,178491,0
edex,cvbm,eu,bosnia,2019,8,200484,200484,45508
edex,cvbm,eu,montenegro,2019,8,204832,204832,92664
edex,cvbm,eu,czech republic,2019,8,124230,124230,62871
edex,cvbm,eu,hungary,2019,8,153334,153334,0
edex,cvbm,eu,slovenia,2019,8,32683,32683,0
edex,cvbm,eu,slovakia,2019,8,952252,952252,828086
edex,cvbm,eu,bulgaria,2019,8,364456,364456,292145
edex,cvbm,eu,romania,2019,8,132243,132243,0
edex,cvbm,eu,croatia,2019,8,703112,703112,614044
edex,cvbm,eu,ukraine,2019,8,232754,232754,80824
edex,cvbm,eu,kazakhstan,2019,8,177244,177244,159108
edex,cvbm,eu,georgia,2019,8,-143532,-143532,-179510
edex,cvbm,eu,belarus,2019,8,606273,606273,455898
edex,cvbm,eu,armenia,2019,8,175300,175300,0
edex,cvbm,eu,israel,2019,8,1236252,1236252,1049133
edex,cvbm,eu,palestine,2019,8,503288,503288,389286
edex,cvbm,eu,poland,2019,8,5657165,5657165,5473687
edex,cvbm,eu,russia,2019,8,596333,596333,431486
edex,cvbm,eu,other,2019,8,2093690,2093690,1974157
edex,cvbm,eu,france,2019,8,2378576,2378576,2253480
edex,cvbm,eu,germany,2019,8,97778,97778,0
edex,cvbm,eu,spain,2019,9,121438,121438,0
edex,cvbm,eu,portugal,2019,9,0,0,954311
edex,cvbm,eu,italy,2019,9,162335,162335,0
edex,cvbm,eu,malta,2019,9,1547570,1547570,1457368
edex,cvbm,eu,uk,2019,9,183280,183280,7242
edex,cvbm,eu,ireland,2019,9,450097,450097,435958
edex,cvbm,eu,austria,2019,9,280060,280060,166850
edex,cvbm,eu,belgium,2019,9,688654,688654,643609
edex,cvbm,eu,luxembourg,2019,9,35201,178709,310789
edex,cvbm,eu,greece,2019,9,230443,230443,37387
edex,cvbm,eu,netherlands,2019,9,576599,576599,461822
edex,cvbm,eu,denmark,2019,9,2389476,2463197,2518995
edex,cvbm,eu,estonia,2019,9,88604,88604,29844
edex,cvbm,eu,finland,2019,9,6183319,6183319,6096893
edex,cvbm,eu,lithuania,2019,9,142713,142713,0
edex,cvbm,eu,latvia,2019,9,1317169,1319469,1333718
edex,cvbm,eu,norway,2019,9,523716,524860,552468
edex,cvbm,eu,sweden,2019,9,1894087,1894087,1704572
edex,cvbm,eu,switzerland,2019,9,610550,610550,441528
edex,cvbm,eu,macedonia,2019,9,29865,578349,2087346
edex,cvbm,eu,serbia,2019,9,87994,87994,0
edex,cvbm,eu,bosnia,2019,9,11551,11551,0
edex,cvbm,eu,montenegro,2019,9,237246,237246,45361
edex,cvbm,eu,czech republic,2019,9,218587,218587,100099
edex,cvbm,eu,hungary,2019,9,115795,115795,86833
edex,cvbm,eu,slovenia,2019,9,70999,93231,99293
edex,cvbm,eu,slovakia,2019,9,150500,150500,0
edex,cvbm,eu,bulgaria,2019,9,996499,1009261,1044495
edex,cvbm,eu,romania,2019,9,463711,463711,330954
edex,cvbm,eu,croatia,2019,9,0,0,-975000
edex,cvbm,eu,ukraine,2019,9,1016159,1016159,954183
edex,cvbm,eu,kazakhstan,2019,9,149616,149616,122350
edex,cvbm,eu,georgia,2019,9,367308,367308,195528
edex,cvbm,eu,belarus,2019,9,-180983,-89452,0
edex,cvbm,eu,armenia,2019,9,826629,826629,747461
edex,cvbm,eu,israel,2019,9,174099,174099,133908
edex,cvbm,eu,palestine,2019,9,1247727,1247727,1155051
edex,cvbm,eu,poland,2019,9,662989,662989,578365
edex,cvbm,eu,russia,2019,9,7820951,7820951,7669020
edex,cvbm,eu,other,2019,9,897154,897154,730443
edex,cvbm,eu,france,2019,9,2402114,2402114,2217016
edex,cvbm,eu,germany,2019,9,2081539,2081539,1905465
edex,cvbm,eu,spain,2019,9,147558,147558,108180
edex,cvbm,eu,portugal,2019,10,16000,16000,0
edex,cvbm,eu,italy,2019,10,1894048,1894048,1733645
edex,cvbm,eu,malta,2019,10,87014,87014,0
edex,cvbm,eu,uk,2019,10,1720451,1720451,1563319
edex,cvbm,eu,ireland,2019,10,169300,169300,0
edex,cvbm,eu,austria,2019,10,680384,680384,500548
edex,cvbm,eu,belgium,2019,10,330283,330283,208912
edex,cvbm,eu,luxembourg,2019,10,857772,857772,724454
edex,cvbm,eu,greece,2019,10,281822,283165,283659
edex,cvbm,eu,netherlands,2019,10,115367,115367,40665
edex,cvbm,eu,denmark,2019,10,1036249,1036249,847760
edex,cvbm,eu,estonia,2019,10,3001471,3001471,2818594
edex,cvbm,eu,finland,2019,10,167819,167819,29844
edex,cvbm,eu,lithuania,2019,10,32487,54873,6995660
edex,cvbm,eu,latvia,2019,10,130303,130303,0
edex,cvbm,eu,norway,2019,10,2232168,2232168,2043187
edex,cvbm,eu,sweden,2019,10,769463,769463,597877
edex,cvbm,eu,switzerland,2019,10,23872,38487,2150477
edex,cvbm,eu,macedonia,2019,10,115627,172938,404143
edex,cvbm,eu,serbia,2019,10,20947,53782,3554992
edex,cvbm,eu,bosnia,2019,10,89776,89776,0
edex,cvbm,eu,montenegro,2019,10,54255,54255,0
edex,cvbm,eu,czech republic,2019,10,95326,95326,40196
edex,cvbm,eu,hungary,2019,10,185917,185917,126863
edex,cvbm,eu,slovenia,2019,10,161765,161765,87487
edex,cvbm,eu,slovakia,2019,10,226860,226860,49647
edex,cvbm,eu,bulgaria,2019,10,140077,140077,0
edex,cvbm,eu,romania,2019,10,1227319,1227319,1131398
edex,cvbm,eu,croatia,2019,10,523965,541196,543428
edex,cvbm,eu,ukraine,2019,10,263162,263162,225000
edex,cvbm,eu,kazakhstan,2019,10,1085791,1085791,1025308
edex,cvbm,eu,georgia,2019,10,188057,188057,127606
edex,cvbm,eu,belarus,2019,10,330699,330699,180305
edex,cvbm,eu,armenia,2019,10,129738,129738,0
edex,cvbm,eu,israel,2019,10,0,0,713927
edex,cvbm,eu,palestine,2019,10,45764,45764,0
edex,cvbm,eu,poland,2019,10,1424348,1424348,1414872
edex,cvbm,eu,russia,2019,10,821997,821997,707059
edex,cvbm,eu,other,2019,10,0,0,8358152
edex,cvbm,eu,france,2019,10,0,0,1113209
edex,cvbm,eu,germany,2019,10,0,0,1994157
edex,cvbm,eu,spain,2019,10,2259203,2259203,2067474
edex,cvbm,eu,portugal,2019,10,185672,185672,0
edex,cvbm,eu,italy,2019,11,51249,51249,0
edex,cvbm,eu,malta,2019,11,918854,1190888,1661477
edex,cvbm,eu,uk,2019,11,73850,73850,0
edex,cvbm,eu,ireland,2019,11,424974,895222,1534607
edex,cvbm,eu,austria,2019,11,159020,159020,7242
edex,cvbm,eu,belgium,2019,11,612575,612575,553775
edex,cvbm,eu,luxembourg,2019,11,196053,196053,191711
edex,cvbm,eu,greece,2019,11,818633,818633,717634
edex,cvbm,eu,netherlands,2019,11,113502,144422,316058
edex,cvbm,eu,denmark,2019,11,92691,92691,44662
edex,cvbm,eu,estonia,2019,11,110647,306367,606659
edex,cvbm,eu,finland,2019,11,180945,1582640,2721594
edex,cvbm,eu,lithuania,2019,11,112541,112541,0
edex,cvbm,eu,latvia,2019,11,6892653,7130747,7459709
edex,cvbm,eu,norway,2019,11,179949,179949,0
edex,cvbm,eu,sweden,2019,11,1045478,1375007,1945162
edex,cvbm,eu,switzerland,2019,11,272823,612528,650853
edex,cvbm,eu,macedonia,2019,11,1234789,1713436,1736264
edex,cvbm,eu,serbia,2019,11,330621,378263,416758
edex,cvbm,eu,bosnia,2019,11,2849925,3457517,3713244
edex,cvbm,eu,montenegro,2019,11,154017,154017,0
edex,cvbm,eu,czech republic,2019,11,275594,275594,140400
edex,cvbm,eu,hungary,2019,11,94145,94145,47579
edex,cvbm,eu,slovenia,2019,11,119999,120165,123241
edex,cvbm,eu,slovakia,2019,11,2568,76563,89810
edex,cvbm,eu,bulgaria,2019,11,168856,168856,49647
edex,cvbm,eu,romania,2019,11,98223,98223,5446
edex,cvbm,eu,croatia,2019,11,1249607,1249607,1184927
edex,cvbm,eu,ukraine,2019,11,613167,613167,430473
edex,cvbm,eu,kazakhstan,2019,11,73428,80756,225000
edex,cvbm,eu,georgia,2019,11,669831,965912,1023022
edex,cvbm,eu,belarus,2019,11,49024,98592,130645
edex,cvbm,eu,armenia,2019,11,151666,163518,182016
edex,cvbm,eu,israel,2019,11,175621,175621,0
edex,cvbm,eu,palestine,2019,11,964443,964443,856164
edex,cvbm,eu,poland,2019,11,1391,84332,133908
edex,cvbm,eu,russia,2019,11,9530,279009,1524488
edex,cvbm,eu,other,2019,11,667903,667903,653942
edex,cvbm,eu,france,2019,11,2775250,6745679,8621115
edex,cvbm,eu,germany,2019,11,900191,900191,818822
edex,cvbm,eu,spain,2019,11,1799945,1969906,2430439
edex,cvbm,eu,portugal,2019,11,1844733,2023875,2030339
edex,cvbm,eu,italy,2019,11,108105,108105,0
edex,cvbm,eu,malta,2019,12,54664,54664,0
edex,cvbm,eu,uk,2019,12,1570018,1570018,1548394
edex,cvbm,eu,ireland,2019,12,66171,66171,59760
edex,cvbm,eu,austria,2019,12,1494772,1494772,1382036
edex,cvbm,eu,belgium,2019,12,140867,140867,0
edex,cvbm,eu,luxembourg,2019,12,397698,467135,514060
edex,cvbm,eu,greece,2019,12,70518,109258,221663
edex,cvbm,eu,netherlands,2019,12,92471,442175,679013
edex,cvbm,eu,denmark,2019,12,374625,374625,279175
edex,cvbm,eu,estonia,2019,12,217916,217916,41892
edex,cvbm,eu,finland,2019,12,395646,546240,600593
edex,cvbm,eu,lithuania,2019,12,2521793,2527008,2560283
edex,cvbm,eu,latvia,2019,12,41344,49997,64662
edex,cvbm,eu,norway,2019,12,1602748,3683598,5533876
edex,cvbm,eu,sweden,2019,12,137138,137138,0
edex,cvbm,eu,switzerland,2019,12,1575652,2401600,2623862
edex,cvbm,eu,macedonia,2019,12,259447,283340,650853
edex,cvbm,eu,serbia,2019,12,1405588,1721545,1752218
edex,cvbm,eu,bosnia,2019,12,307383,359660,394328
edex,cvbm,eu,montenegro,2019,12,1590178,1952006,3145894
edex,cvbm,eu,czech republic,2019,12,5097,5097,0
edex,cvbm,eu,hungary,2019,12,187920,187920,90480
edex,cvbm,eu,slovenia,2019,12,202139,202139,40102
edex,cvbm,eu,slovakia,2019,12,354039,354039,161665
edex,cvbm,eu,bulgaria,2019,12,26359,60569,92786
edex,cvbm,eu,romania,2019,12,58380,58380,49647
edex,cvbm,eu,croatia,2019,12,39459,39459,0
edex,cvbm,eu,ukraine,2019,12,1180796,1180796,1116690
edex,cvbm,eu,kazakhstan,2019,12,25836,315386,404873
edex,cvbm,eu,georgia,2019,12,371410,371410,225000
edex,cvbm,eu,belarus,2019,12,161703,503125,953042
edex,cvbm,eu,armenia,2019,12,179163,179163,136645
edex,cvbm,eu,israel,2019,12,276944,276944,182155
edex,cvbm,eu,palestine,2019,12,119627,119627,0
edex,cvbm,eu,poland,2019,12,913285,934552,1173548
edex,cvbm,eu,russia,2019,12,161708,161708,0
edex,cvbm,eu,other,2019,12,1201436,1217897,1329656
edex,cvbm,eu,france,2019,12,207188,462139,641316
edex,cvbm,eu,germany,2019,12,7589613,7589613,7555871
edex,cvbm,eu,spain,2019,12,193824,697435,807889
edex,cvbm,eu,portugal,2019,12,921021,1687073,2121793
edex,cvbm,eu,italy,2019,12,1370734,1756896,1987730
edex,cvbm,eu,malta,2019,12,29133,171933,324617
macrobid,cvbm,eu,uk,2019,1,774317,774317,706979
macrobid,cvbm,eu,ireland,2019,1,328866,328866,246855
macrobid,cvbm,eu,austria,2019,1,213135,213135,39138
macrobid,cvbm,eu,belgium,2019,1,70554,70554,0
macrobid,cvbm,eu,luxembourg,2019,1,278971,278971,112420
macrobid,cvbm,eu,greece,2019,1,334458,334458,178565
macrobid,cvbm,eu,netherlands,2019,1,190380,190380,5495
macrobid,cvbm,eu,denmark,2019,1,99201,99201,16550
macrobid,cvbm,eu,estonia,2019,1,185448,185448,60426
macrobid,cvbm,eu,finland,2019,1,4558226,4558226,4442395
macrobid,cvbm,eu,lithuania,2019,1,56523,56523,0
macrobid,cvbm,eu,latvia,2019,1,250330,250330,116268
macrobid,cvbm,eu,norway,2019,1,38754,38754,1882
macrobid,cvbm,eu,sweden,2019,1,12901,12901,0
macrobid,cvbm,eu,switzerland,2019,1,435702,435702,283729
macrobid,cvbm,eu,macedonia,2019,1,2292923,2292923,2206574
macrobid,cvbm,eu,serbia,2019,1,191902,191902,0
macrobid,cvbm,eu,bosnia,2019,1,39103,39103,0
macrobid,cvbm,eu,montenegro,2019,1,189403,189403,0
macrobid,cvbm,eu,czech republic,2019,1,133314,133314,0
macrobid,cvbm,eu,hungary,2019,1,81413,81413,25999
macrobid,cvbm,eu,slovenia,2019,1,44722,44722,0
macrobid,cvbm,eu,slovakia,2019,1,2715936,2715936,2655989
macrobid,cvbm,eu,bulgaria,2019,1,432019,432019,289830
macrobid,cvbm,eu,romania,2019,1,147761,147761,0
macrobid,cvbm,eu,croatia,2019,1,43793,43793,13289
macrobid,cvbm,eu,ukraine,2019,1,158405,158405,7942
macrobid,cvbm,eu,kazakhstan,2019,1,22866,22866,818
macrobid,cvbm,eu,georgia,2019,1,146498,146498,-171
macrobid,cvbm,eu,belarus,2019,1,164659,164659,682
macrobid,cvbm,eu,armenia,2019,1,122018,122018,0
macrobid,cvbm,eu,israel,2019,1,187341,187341,152758
macrobid,cvbm,eu,palestine,2019,1,69039,69039,35868
macrobid,cvbm,eu,poland,2019,1,1697768,1697768,1633670
macrobid,cvbm,eu,russia,2019,1,284635,284635,191337
macrobid,cvbm,eu,other,2019,1,571299,571299,482843
macrobid,cvbm,eu,france,2019,1,451591,451591,432252
macrobid,cvbm,eu,germany,2019,1,139813,139813,0
macrobid,cvbm,eu,spain,2019,2,643125,643125,484434
macrobid,cvbm,eu,portugal,2019,2,467412,467412,291909
macrobid,cvbm,eu,italy,2019,2,119590,119590,20423
macrobid,cvbm,eu,malta,2019,2,172026,172026,0
macrobid,cvbm,eu,uk,2019,2,265239,265239,100943
macrobid,cvbm,eu,ireland,2019,2,72265,72265,40364
macrobid,cvbm,eu,austria,2019,2,50205,50205,4133
macrobid,cvbm,eu,belgium,2019,2,128858,128858,49862
macrobid,cvbm,eu,luxembourg,2019,2,98139,98139,75112
macrobid,cvbm,eu,greece,2019,2,4426790,4426790,4271947
macrobid,cvbm,eu,netherlands,2019,2,13943,13943,0
macrobid,cvbm,eu,denmark,2019,2,117638,117638,114848
macrobid,cvbm,eu,estonia,2019,2,45954,45954,6901
macrobid,cvbm,eu,finland,2019,2,89376,89376,0
macrobid,cvbm,eu,lithuania,2019,2,575999,575999,417753
macrobid,cvbm,eu,latvia,2019,2,1785499,1785499,1604895
macrobid,cvbm,eu,norway,2019,2,3357,3357,0
macrobid,cvbm,eu,sweden,2019,2,135938,135938,0
macrobid,cvbm,eu,switzerland,2019,2,134760,134760,523
macrobid,cvbm,eu,macedonia,2019,2,101295,101295,0
macrobid,cvbm,eu,serbia,2019,2,58064,58064,29899
macrobid,cvbm,eu,bosnia,2019,2,162396,162396,0
macrobid,cvbm,eu,montenegro,2019,2,2513056,2513056,2396896
macrobid,cvbm,eu,czech republic,2019,2,65440,65440,-11731
macrobid,cvbm,eu,hungary,2019,2,32726,32726,0
macrobid,cvbm,eu,slovenia,2019,2,137819,137819,14388
macrobid,cvbm,eu,slovakia,2019,2,155534,155534,2869
macrobid,cvbm,eu,bulgaria,2019,2,87304,87304,1227
macrobid,cvbm,eu,romania,2019,2,46332,46332,-8856
macrobid,cvbm,eu,croatia,2019,2,40645,40645,35426
macrobid,cvbm,eu,ukraine,2019,2,72441,72441,0
macrobid,cvbm,eu,kazakhstan,2019,2,286257,286257,163522
macrobid,cvbm,eu,georgia,2019,2,206033,206033,47261
macrobid,cvbm,eu,belarus,2019,2,1339277,1339277,1301333
macrobid,cvbm,eu,armenia,2019,2,146219,146219,143230
macrobid,cvbm,eu,israel,2019,2,630419,630419,463835
macrobid,cvbm,eu,palestine,2019,2,516308,516308,410934
macrobid,cvbm,eu,poland,2019,2,165448,165448,0
macrobid,cvbm,eu,russia,2019,3,570259,570259,509143
macrobid,cvbm,eu,other,2019,3,297984,297984,267824
macrobid,cvbm,eu,france,2019,3,115150,115150,1374
macrobid,cvbm,eu,germany,2019,3,48751,48751,0
macrobid,cvbm,eu,spain,2019,3,128074,128074,82697
macrobid,cvbm,eu,portugal,2019,3,339328,339328,214662
macrobid,cvbm,eu,italy,2019,3,177198,177198,3209
macrobid,cvbm,eu,malta,2019,3,175405,175405,118134
macrobid,cvbm,eu,uk,2019,3,112844,112844,80640
macrobid,cvbm,eu,ireland,2019,3,3056681,3056681,3023032
macrobid,cvbm,eu,austria,2019,3,124039,124039,14073
